,number,word,strength,scholor,vector
2326,doubted,-1.1,1.22066,"[-1, -2, -2, 2, -1, -1, -2, -2, -2, 0]",
2327,doubter,-1.6,0.91652,"[-1, -3, -2, -1, -1, -1, -2, -2, -3, 0]",
2328,doubters,-1.3,0.45826,"[-1, -1, -1, -1, -1, -2, -1, -2, -2, -1]",
2329,doubtful,-1.4,0.4899,"[-1, -1, -2, -1, -2, -2, -1, -1, -2, -1]",
2330,doubtfully,-1.2,0.4,"[-1, -1, -1, -1, -1, -1, -2, -1, -1, -2]",
2331,doubtfulness,-1.2,0.4,"[-2, -1, -1, -1, -1, -1, -1, -1, -1, -2]",
2332,doubting,-1.4,0.4899,"[-1, -1, -1, -2, -2, -1, -1, -1, -2, -2]",
2333,doubtingly,-1.4,0.4899,"[-2, -2, -1, -1, -1, -1, -1, -2, -2, -1]",
2334,doubtless,0.9,1.51327,"[2, 2, 1, 2, -2, 2, -2, 1, 1, 2]",
2335,doubtlessly,1.2,0.9798,"[2, 1, 1, 2, 0, -1, 2, 1, 2, 2]",
2336,doubtlessness,0.8,0.9798,"[2, 1, 2, 0, 0, 0, 2, -1, 1, 1]",
2337,doubts,-1.2,0.6,"[-2, -1, -1, -1, -2, -2, -1, 0, -1, -1]",
2338,douche,-1.5,1.68819,"[-3, -2, -3, 1, 1, -2, -3, -2, 1, -3]",
2339,douchebag,-3.0,0.44721,"[-3, -3, -3, -3, -3, -3, -2, -3, -4, -3]",
2340,downcast,-1.8,0.74833,"[-1, -1, -1, -2, -2, -2, -1, -3, -3, -2]",
2341,downhearted,-2.3,0.78102,"[-1, -2, -2, -4, -2, -2, -2, -3, -3, -2]",
2342,downside,-1.0,0.7746,"[-1, -1, -1, -1, -1, -1, -2, 1, -2, -1]",
2343,drag,-0.9,0.83066,"[-1, -2, -1, -1, -2, -1, -1, 1, 0, -1]",
2344,dragged,-0.2,1.07703,"[-2, -1, 0, 0, -1, 0, 0, 1, 2, -1]",
2345,drags,-0.7,0.64031,"[0, -1, 0, -1, -1, -2, -1, 0, 0, -1]",
2346,drained,-1.5,0.5,"[-1, -1, -2, -2, -1, -2, -1, -2, -1, -2]",
2347,dread,-2.0,0.63246,"[-2, -3, -2, -2, -2, -2, -3, -1, -1, -2]",
2348,dreaded,-2.7,0.64031,"[-2, -3, -3, -3, -4, -3, -2, -2, -2, -3]",
2349,dreadful,-1.9,1.86815,"[-4, -2, -2, 2, -1, -4, -1, 0, -3, -4]",
2350,dreadfully,-2.7,1.26886,"[-4, -4, -3, -4, -3, -1, -2, -1, -1, -4]",
2351,dreadfulness,-3.2,0.87178,"[-3, -4, -2, -3, -4, -4, -2, -2, -4, -4]",
2352,dreadfuls,-2.4,1.2,"[-4, -3, -3, -2, -3, -2, -4, 0, -1, -2]",
2353,dreading,-2.4,0.8,"[-3, -2, -2, -2, -2, -2, -3, -4, -3, -1]",
2354,dreadlock,-0.4,0.66332,"[0, 0, 0, 0, 0, -1, -2, 0, -1, 0]",
2355,dreadlocks,-0.2,0.9798,"[0, 0, 0, 0, 0, -1, -2, 2, 0, -1]",
2356,dreadnought,-0.6,1.35647,"[-2, 0, 0, 0, -3, 0, -1, -2, 0, 2]",
2357,dreadnoughts,-0.4,0.66332,"[0, -1, -1, 0, 0, 0, 0, 0, -2, 0]",
2358,dreads,-1.4,1.42829,"[0, -1, 0, 0, -3, -3, 0, -4, -2, -1]",
2359,dream,1.0,1.18322,"[0, 1, 2, 0, 0, 3, 0, 3, 1, 0]",
2360,dreams,1.7,1.1,"[2, 2, 3, 0, 1, 1, 1, 4, 1, 2]",
2361,dreary,-1.4,0.4899,"[-1, -1, -2, -1, -1, -2, -2, -1, -2, -1]",
2362,droopy,-0.8,0.74833,"[-1, -1, 0, -1, -2, 0, 0, -1, 0, -2]",
2363,drop,-1.1,0.53852,"[0, -1, -1, -1, -2, -1, -2, -1, -1, -1]",
2364,drown,-2.7,1.00499,"[-4, -2, -2, -4, -4, -2, -3, -1, -3, -2]",
2365,drowned,-2.9,0.7,"[-2, -3, -3, -3, -2, -4, -4, -2, -3, -3]",
2366,drowns,-2.2,1.6,"[-3, -3, -3, -4, -2, -3, -1, -2, 2, -3]",
2367,drunk,-1.4,0.91652,"[-3, -1, 0, -2, 0, -1, -1, -2, -2, -2]",
2368,dubious,-1.5,0.5,"[-1, -2, -2, -1, -1, -2, -1, -1, -2, -2]",
2369,dud,-1.0,0.89443,"[-1, -1, -1, 0, -3, 0, -1, 0, -1, -2]",
2370,dull,-1.7,0.45826,"[-2, -2, -2, -1, -2, -2, -2, -1, -1, -2]",
2371,dullard,-1.6,0.66332,"[-2, -1, -1, -2, -2, -1, -1, -2, -1, -3]",
2372,dullards,-1.8,0.87178,"[-1, -3, -1, -1, -3, -1, -1, -2, -3, -2]",
2373,dulled,-1.5,0.5,"[-2, -1, -2, -1, -1, -1, -2, -2, -1, -2]",
2374,duller,-1.7,0.64031,"[-3, -1, -2, -2, -2, -1, -2, -1, -1, -2]",
2375,dullest,-1.7,1.00499,"[-1, -4, -1, -1, -2, -3, -2, -1, -1, -1]",
2376,dulling,-1.1,0.7,"[-1, -2, 0, -1, -2, -2, 0, -1, -1, -1]",
2377,dullish,-1.1,0.53852,"[-2, -1, -1, -1, -1, -1, -1, -1, 0, -2]",
2378,dullness,-1.4,0.8,"[-1, -1, -1, -1, -1, -1, -3, -1, -3, -1]",
2379,dullnesses,-1.9,1.04403,"[-3, -2, -1, -1, -3, -1, -4, -1, -2, -1]",
2380,dulls,-1.0,0.44721,"[-1, -1, -1, -1, -1, -1, 0, -1, -1, -2]",
2381,dullsville,-2.4,0.8,"[-2, -2, -4, -3, -2, -2, -3, -2, -3, -1]",
2382,dully,-1.1,0.3,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -2]",
2383,dumb,-2.3,0.9,"[-4, -2, -2, -2, -2, -2, -4, -2, -2, -1]",
2384,dumbass,-2.6,1.0198,"[-3, -3, -4, -4, -1, -2, -3, -3, -1, -2]",
2385,dumbbell,-0.8,0.9798,"[0, -1, -3, -2, 0, -1, 0, 0, -1, 0]",
2386,dumbbells,-0.2,0.4,"[0, -1, 0, 0, 0, 0, 0, -1, 0, 0]",
2387,dumbcane,-0.3,0.45826,"[0, 0, 0, 0, 0, -1, -1, 0, -1, 0]",
2388,dumbcanes,-0.6,1.2,"[0, 0, -1, -1, -1, 2, 0, -1, -3, -1]",
2389,dumbed,-1.4,0.4899,"[-2, -1, -2, -2, -2, -1, -1, -1, -1, -1]",
2390,dumber,-1.5,0.5,"[-2, -1, -2, -1, -2, -1, -1, -2, -2, -1]",
2391,dumbest,-2.3,1.00499,"[-3, -1, -3, -4, -2, -1, -2, -3, -1, -3]",
2392,dumbfound,-0.1,1.92094,"[3, -2, -1, -1, 1, 1, -3, 3, -1, -1]",
2393,dumbfounded,-1.6,1.11355,"[-2, 0, -2, 0, -2, -1, -4, -1, -2, -2]",
2394,dumbfounder,-1.0,0.89443,"[-2, 0, 0, 0, -2, -1, -2, 0, -2, -1]",
2395,dumbfounders,-1.0,0.89443,"[-1, -3, -1, 0, -2, 0, -1, 0, -1, -1]",
2396,dumbfounding,-0.8,0.74833,"[-1, -2, 0, -1, -1, 0, 0, -1, 0, -2]",
2397,dumbfounds,-0.3,1.26886,"[0, -1, -1, 0, 0, -1, -1, -2, 0, 3]",
2398,dumbhead,-2.6,0.66332,"[-3, -4, -3, -2, -2, -3, -3, -2, -2, -2]",
2399,dumbheads,-1.9,0.83066,"[-2, -2, -2, -1, -2, -1, -2, -4, -1, -2]",
2400,dumbing,-0.5,1.0247,"[-1, 2, -1, 0, -1, -2, -1, 0, 0, -1]",
2401,dumbly,-1.3,1.00499,"[-2, -1, -2, -3, 1, -2, -1, -1, -1, -1]",
2402,dumbness,-1.9,0.53852,"[-2, -2, -2, -2, -2, -3, -2, -2, -1, -1]",
2403,dumbs,-1.5,0.67082,"[-1, -1, -1, -3, -2, -1, -2, -1, -2, -1]",
2404,dumbstruck,-1.0,1.34164,"[-1, -2, 0, 0, -2, 1, -3, 1, -2, -2]",
2405,dumbwaiter,0.2,1.07703,"[0, 0, 0, 0, 2, 0, 2, 0, -2, 0]",
2406,dumbwaiters,-0.1,0.3,"[0, 0, 0, 0, 0, 0, -1, 0, 0, 0]",
2407,dump,-1.6,0.91652,"[-3, -2, -1, -2, -1, -3, -2, -1, -1, 0]",
2408,dumpcart,-0.6,0.8,"[0, -2, -1, 0, 0, 0, -1, 0, -2, 0]",
2409,dumped,-1.7,0.78102,"[-2, -3, -2, -1, -1, -1, -3, -2, -1, -1]",
2410,dumper,-1.2,0.87178,"[-2, -3, -1, -1, -1, -2, 0, -1, 0, -1]",
2411,dumpers,-0.8,0.6,"[0, 0, -2, -1, -1, 0, -1, -1, -1, -1]",
2412,dumpier,-1.4,0.66332,"[-2, -1, -2, -1, -1, -2, 0, -2, -1, -2]",
2413,dumpiest,-1.6,1.35647,"[-1, -2, -2, -3, -2, -4, 1, 0, -1, -2]",
2414,dumpiness,-1.2,0.6,"[-2, -1, 0, -1, -1, -2, -1, -2, -1, -1]",
2415,dumping,-1.3,1.1,"[-3, -2, -2, 0, -2, -1, -1, 1, -1, -2]",
2416,dumpings,-1.1,0.83066,"[-2, 0, -1, -1, 0, -1, -2, -2, 0, -2]",
2417,dumpish,-1.8,0.6,"[-2, -1, -2, -3, -2, -2, -1, -2, -2, -1]",
2418,dumpling,0.4,0.91652,"[0, 0, 1, 0, -1, 2, 2, 0, 0, 0]",
2419,dumplings,-0.3,1.26886,"[0, 0, 0, 0, 2, 0, 0, 0, -2, -3]",
2420,dumps,-1.7,0.9,"[-3, -2, -3, -1, -1, -3, -1, -1, -1, -1]",
2421,dumpster,-0.6,0.91652,"[0, -2, 0, -2, 0, 0, 0, -2, 0, 0]",
2422,dumpsters,-1.0,0.89443,"[0, -1, 0, -2, -2, -2, 0, 0, -1, -2]",
2423,dumpy,-1.7,0.78102,"[-3, -2, -3, -1, -1, -2, -2, -1, -1, -1]",
2424,dupe,-1.5,0.5,"[-2, -2, -1, -1, -2, -1, -2, -1, -2, -1]",
2425,duped,-1.8,0.4,"[-2, -2, -1, -2, -2, -2, -2, -1, -2, -2]",
2426,dwell,0.5,0.92195,"[2, 1, -1, 0, -1, 1, 1, 1, 1, 0]",
2427,dwelled,0.4,0.66332,"[2, 0, 0, 0, 0, 1, 1, 0, 0, 0]",
2428,dweller,0.3,0.64031,"[2, 0, 0, 0, 0, 0, 1, 0, 0, 0]",
2429,dwellers,-0.3,0.9,"[-3, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
2430,dwelling,0.1,0.53852,"[0, 1, 0, 1, 0, 0, 0, -1, 0, 0]",
2431,dwells,-0.1,0.53852,"[0, 0, 0, 0, -1, 1, -1, 0, 0, 0]",
2432,dynamic,1.6,0.8,"[1, 1, 1, 3, 1, 1, 2, 3, 2, 1]",
2433,dynamical,1.2,0.87178,"[1, 2, 0, 1, 0, 2, 2, 2, 2, 0]",
2434,dynamically,1.5,1.0247,"[2, 0, 3, 2, 0, 0, 2, 2, 2, 2]",
2435,dynamics,1.1,1.13578,"[2, 3, 0, 0, 0, 2, 2, 0, 2, 0]",
2436,dynamism,1.6,1.11355,"[0, 2, 0, 2, 0, 2, 3, 3, 2, 2]",
2437,dynamisms,1.2,0.9798,"[2, 0, 2, 0, 0, 2, 2, 2, 0, 2]",
2438,dynamist,1.4,1.0198,"[0, 2, 0, 2, 0, 1, 3, 2, 2, 2]",
2439,dynamistic,1.5,1.0247,"[3, 1, 1, 2, 1, 3, 2, 0, 2, 0]",
2440,dynamists,0.9,0.83066,"[1, 0, 0, 0, 0, 2, 2, 1, 2, 1]",
2441,dynamite,0.7,2.2383,"[-3, 2, 3, 1, 2, 0, 2, 2, 2, -4]",
2442,dynamited,-0.9,1.04403,"[0, 0, 0, -1, -1, 0, -2, 0, -2, -3]",
2443,dynamiter,-1.2,0.87178,"[-1, 0, -1, -1, -2, 0, -1, -1, -2, -3]",
2444,dynamiters,0.4,1.42829,"[0, 0, 0, -3, 1, 0, 2, 2, 2, 0]",
2445,dynamites,-0.3,1.73494,"[0, 0, 4, -1, -1, 0, 0, 0, -2, -3]",
2446,dynamitic,0.9,1.3,"[2, 0, 1, -2, 2, 1, 1, 3, 0, 1]",
2447,dynamiting,0.2,1.32665,"[-2, 0, 0, 2, -1, -1, 0, 2, 2, 0]",
2448,dynamometer,0.3,0.64031,"[0, 0, 0, 0, 1, 0, 0, 2, 0, 0]",
2449,dynamometers,0.3,0.45826,"[0, 0, 0, 0, 0, 1, 0, 1, 1, 0]",
2450,dynamometric,0.3,0.9,"[0, 0, 0, 0, 0, 2, 0, 0, 2, -1]",
2451,dynamometry,0.6,1.28062,"[-2, 0, 0, 0, 0, 2, 2, 2, 0, 2]",
2452,dynamos,0.3,0.64031,"[1, 0, 0, 0, 0, 0, 0, 0, 2, 0]",
2453,dynamotor,0.6,0.91652,"[0, 2, 0, 0, 0, 0, 2, 0, 2, 0]",
2454,dysfunction,-1.8,0.6,"[-2, -3, -2, -1, -2, -1, -2, -1, -2, -2]",
2455,eager,1.5,0.67082,"[1, 3, 1, 2, 2, 2, 1, 1, 1, 1]",
2456,eagerly,1.6,0.66332,"[0, 1, 2, 2, 2, 2, 2, 1, 2, 2]",
2457,eagerness,1.7,0.45826,"[2, 2, 2, 2, 1, 1, 2, 2, 2, 1]",
2458,eagers,1.6,0.66332,"[2, 2, 3, 1, 2, 1, 1, 1, 2, 1]",
2459,earnest,2.3,0.64031,"[3, 2, 3, 1, 2, 2, 2, 3, 3, 2]",
2460,ease,1.5,0.92195,"[1, 1, 1, 0, 2, 1, 2, 3, 3, 1]",
2461,eased,1.2,0.74833,"[2, 0, 1, 0, 2, 2, 1, 1, 1, 2]",
2462,easeful,1.5,1.0247,"[2, 1, 1, 2, 1, 0, 3, 2, 0, 3]",
2463,easefully,1.4,0.4899,"[2, 2, 1, 1, 1, 1, 2, 2, 1, 1]",
2464,easel,0.3,0.45826,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 1]",
2465,easement,1.6,0.91652,"[0, 1, 2, 3, 2, 1, 2, 1, 3, 1]",
2466,easements,0.4,1.11355,"[0, 0, 0, 1, 2, -2, 1, 0, 2, 0]",
2467,eases,1.3,0.78102,"[2, 0, 1, 0, 2, 2, 2, 1, 1, 2]",
2468,easier,1.8,0.9798,"[1, 1, 2, 2, 4, 3, 2, 1, 1, 1]",
2469,easiest,1.8,1.07703,"[2, 4, 1, 3, 2, 0, 2, 2, 1, 1]",
2470,easily,1.4,0.4899,"[2, 1, 1, 2, 1, 2, 1, 2, 1, 1]",
2471,easiness,1.6,0.66332,"[2, 1, 1, 2, 3, 2, 1, 1, 2, 1]",
2472,easing,1.0,0.63246,"[0, 0, 2, 1, 1, 2, 1, 1, 1, 1]",
2473,easy,1.9,1.04403,"[1, 4, 2, 1, 1, 3, 1, 3, 2, 1]",
2474,easygoing,1.3,0.45826,"[1, 1, 1, 1, 1, 1, 2, 2, 2, 1]",
2475,easygoingness,1.5,0.67082,"[1, 2, 1, 2, 1, 3, 1, 2, 1, 1]",
2476,ecstacy,3.3,1.18743,"[4, 4, 3, 4, 4, 0, 3, 3, 4, 4]",
2477,ecstasies,2.3,1.34536,"[3, 3, 2, 4, 3, 1, 3, -1, 2, 3]",
2478,ecstasy,2.9,1.75784,"[4, 3, 3, 4, 4, 2, -2, 3, 4, 4]",
2479,ecstatic,2.3,1.34536,"[3, 4, 3, 4, 1, 1, 1, 4, 1, 1]",
2480,ecstatically,2.8,1.93907,"[3, 4, -1, 4, 4, 4, -1, 3, 4, 4]",
2481,ecstatics,2.9,0.83066,"[1, 3, 4, 4, 3, 3, 3, 2, 3, 3]",
2482,eerie,-1.5,0.67082,"[-1, -1, -2, -2, -1, -1, -2, -1, -3, -1]",
2483,eery,-0.9,1.04403,"[-3, -1, -2, -1, -2, 0, 0, 0, 0, 0]",
2484,effective,2.1,0.83066,"[2, 2, 2, 1, 3, 4, 2, 1, 2, 2]",
2485,effectively,1.9,0.7,"[1, 2, 1, 2, 2, 1, 3, 3, 2, 2]",
2486,efficiencies,1.6,0.4899,"[2, 1, 1, 2, 2, 2, 1, 2, 2, 1]",
2487,efficiency,1.5,0.5,"[2, 1, 2, 2, 1, 2, 1, 1, 2, 1]",
2488,efficient,1.8,0.9798,"[1, 2, 1, 1, 2, 3, 3, 0, 2, 3]",
2489,efficiently,1.7,0.78102,"[1, 3, 2, 1, 3, 1, 1, 2, 2, 1]",
2490,effin,-2.3,1.18743,"[0, -3, -3, -3, -2, -1, -4, -1, -3, -3]",
2491,egotism,-1.4,0.91652,"[-2, -3, -1, -2, -2, 0, 0, -1, -2, -1]",
2492,egotisms,-1.0,0.7746,"[-1, -1, -1, -1, -1, 0, 0, -1, -3, -1]",
2493,egotist,-2.3,0.9,"[-2, -1, -2, -3, -4, -2, -3, -3, -1, -2]",
2494,egotistic,-1.4,1.0198,"[-2, -1, -1, -1, -2, 1, -3, -2, -1, -2]",
2495,egotistical,-0.9,1.57797,"[-1, -2, -2, -1, -2, 1, -3, 2, 1, -2]",
2496,egotistically,-1.8,0.87178,"[-2, -1, -1, -2, -1, -3, -3, -1, -1, -3]",
2497,egotists,-1.7,0.78102,"[-1, -2, 0, -2, -2, -2, -3, -1, -2, -2]",
2498,elated,3.2,0.74833,"[2, 4, 4, 3, 4, 3, 3, 2, 3, 4]",
2499,elation,1.5,1.43178,"[1, 2, -2, 2, 2, 3, 0, 3, 2, 2]",
2500,elegance,2.1,0.53852,"[3, 2, 2, 1, 2, 2, 3, 2, 2, 2]",
2501,elegances,1.8,0.6,"[2, 2, 1, 1, 2, 2, 2, 3, 2, 1]",
2502,elegancies,1.6,1.0198,"[2, 1, 2, 1, 1, 0, 4, 1, 2, 2]",
2503,elegancy,2.1,0.53852,"[3, 2, 2, 1, 2, 2, 3, 2, 2, 2]",
2504,elegant,2.1,0.83066,"[2, 2, 2, 1, 4, 1, 2, 3, 2, 2]",
2505,elegantly,1.9,0.83066,"[2, 1, 1, 3, 2, 2, 1, 3, 3, 1]",
2506,embarrass,-1.2,1.66132,"[-2, -2, -3, -1, -2, -2, 2, 2, -2, -2]",
2507,embarrassable,-1.6,0.8,"[-3, -2, -1, -3, -1, -1, -1, -2, -1, -1]",
2508,embarrassed,-1.5,0.67082,"[-2, -2, -1, -2, -1, -3, -1, -1, -1, -1]",
2509,embarrassedly,-1.1,1.44568,"[-2, -1, -2, -3, 1, -1, -1, -2, -2, 2]",
2510,embarrasses,-1.7,0.78102,"[-2, -3, -1, -2, -1, -3, -2, -1, -1, -1]",
2511,embarrassing,-1.6,0.8,"[-3, -1, -1, -1, -1, -2, -1, -2, -3, -1]",
2512,embarrassingly,-1.7,0.64031,"[-2, -1, -1, -2, -1, -2, -1, -3, -2, -2]",
2513,embarrassment,-1.9,0.53852,"[-2, -2, -1, -2, -2, -2, -2, -1, -3, -2]",
2514,embarrassments,-1.7,0.64031,"[-2, -1, -2, -1, -1, -2, -2, -1, -2, -3]",
2515,embittered,-0.4,1.35647,"[1, -2, -1, 1, -2, 2, 0, -1, 0, -2]",
2516,embrace,1.3,1.34536,"[3, 2, 1, 3, 2, -1, 2, 1, -1, 1]",
2517,emergency,-1.6,2.05913,"[-3, -3, -3, -3, -4, 2, 1, -1, 1, -3]",
2518,emotional,0.6,1.0198,"[1, -1, 0, 0, 0, 2, 0, 2, 2, 0]",
2519,empathetic,1.7,1.1,"[-1, 3, 2, 2, 2, 1, 3, 1, 2, 2]",
2520,emptied,-0.7,0.64031,"[-1, 0, 0, 0, -1, -1, -1, -2, 0, -1]",
2521,emptier,-0.7,0.64031,"[-1, 0, 0, 0, -1, -1, -1, -2, 0, -1]",
2522,emptiers,-0.7,0.78102,"[0, 0, -1, 0, -1, -1, -2, 0, -2, 0]",
2523,empties,-0.7,0.64031,"[-1, 0, 0, 0, -1, -1, -1, -2, 0, -1]",
2524,emptiest,-1.8,1.07703,"[-1, -2, -2, -1, -1, -2, -3, 0, -4, -2]",
2525,emptily,-1.0,1.41421,"[-2, 2, -1, -1, -1, 0, -4, -1, -1, -1]",
2526,emptiness,-1.9,0.7,"[-2, -2, -3, -2, -2, -1, -1, -3, -1, -2]",
2527,emptinesses,-1.5,1.11803,"[-1, -1, -3, -1, -1, -1, -2, 0, -4, -1]",
2528,emptins,-0.3,0.45826,"[0, 0, 0, -1, 0, 0, 0, -1, -1, 0]",
2529,empty,-0.8,0.74833,"[-1, -1, -1, -1, -1, -1, -2, 0, -1, 1]",
2530,emptying,-0.6,1.0198,"[2, -1, -1, 0, -1, 0, -1, -1, -2, -1]",
2531,enchanted,1.6,0.8,"[1, 3, 1, 2, 1, 3, 1, 2, 1, 1]",
2532,encourage,2.3,0.78102,"[2, 1, 3, 2, 3, 4, 2, 2, 2, 2]",
2533,encouraged,1.5,0.5,"[1, 2, 2, 2, 2, 2, 1, 1, 1, 1]",
2534,encouragement,1.8,0.9798,"[2, 1, 2, 1, 1, 3, 1, 2, 4, 1]",
2535,encouragements,2.1,0.7,"[3, 2, 3, 2, 1, 2, 3, 2, 2, 1]",
2536,encourager,1.5,0.5,"[2, 1, 2, 1, 1, 2, 1, 1, 2, 2]",
2537,encouragers,1.5,0.5,"[2, 2, 1, 1, 2, 2, 1, 1, 2, 1]",
2538,encourages,1.9,0.53852,"[2, 2, 1, 2, 2, 1, 2, 2, 2, 3]",
2539,encouraging,2.4,0.66332,"[2, 3, 2, 3, 3, 2, 3, 2, 1, 3]",
2540,encouragingly,2.0,0.7746,"[1, 1, 1, 3, 2, 2, 2, 3, 2, 3]",
2541,endorse,1.3,0.9,"[0, 1, 0, 1, 3, 2, 2, 2, 1, 1]",
2542,endorsed,1.0,0.89443,"[1, 2, 0, 1, 1, 0, 1, 0, 3, 1]",
2543,endorsement,1.3,0.9,"[0, 1, 2, 2, 1, 2, 0, 1, 3, 1]",
2544,endorses,1.4,0.4899,"[1, 2, 1, 2, 1, 1, 1, 2, 2, 1]",
2545,enemies,-2.2,0.6,"[-2, -3, -1, -2, -2, -3, -2, -3, -2, -2]",
2546,enemy,-2.5,0.92195,"[-3, -2, -3, -3, -3, -4, -1, -3, -1, -2]",
2547,energetic,1.9,0.53852,"[2, 1, 3, 2, 2, 2, 1, 2, 2, 2]",
2548,energetically,1.8,0.6,"[2, 2, 1, 1, 2, 2, 3, 1, 2, 2]",
2549,energetics,0.3,0.64031,"[1, 0, 0, 0, 0, 0, 2, 0, 0, 0]",
2550,energies,0.9,1.04403,"[1, 0, 0, 2, 0, 1, 3, 2, 0, 0]",
2551,energise,2.2,0.4,"[2, 2, 2, 2, 2, 2, 3, 2, 3, 2]",
2552,energised,2.1,0.53852,"[2, 3, 1, 2, 2, 2, 3, 2, 2, 2]",
2553,energises,2.2,0.6,"[3, 3, 2, 2, 1, 3, 2, 2, 2, 2]",
2554,energising,1.9,0.7,"[2, 3, 1, 2, 2, 3, 2, 1, 1, 2]",
2555,energization,1.6,0.66332,"[1, 2, 1, 3, 1, 1, 2, 2, 2, 1]",
2556,energizations,1.5,1.11803,"[1, 0, 3, 1, 3, 0, 1, 1, 2, 3]",
2557,energize,2.1,0.7,"[2, 2, 2, 1, 3, 2, 3, 2, 3, 1]",
2558,energized,2.3,0.64031,"[3, 2, 3, 3, 3, 2, 2, 2, 1, 2]",
2559,energizer,2.1,0.53852,"[3, 2, 2, 2, 2, 2, 2, 3, 1, 2]",
2560,energizers,1.7,0.9,"[2, 0, 2, 3, 3, 1, 1, 2, 2, 1]",
2561,energizes,2.1,0.53852,"[3, 2, 3, 2, 2, 2, 2, 2, 1, 2]",
2562,energizing,2.0,0.63246,"[3, 3, 2, 1, 2, 2, 1, 2, 2, 2]",
2563,energy,1.1,0.83066,"[0, 2, 0, 2, 1, 1, 2, 1, 2, 0]",
2564,engage,1.4,0.8,"[1, 2, 3, 2, 1, 1, 0, 1, 2, 1]",
2565,engaged,1.7,1.1,"[1, 1, 2, 2, 1, 0, 2, 3, 4, 1]",
2566,engagement,2.0,1.34164,"[0, 0, 3, 4, 4, 2, 1, 2, 2, 2]",
2567,engagements,0.6,0.8,"[1, 0, 0, 2, 0, 2, 0, 0, 1, 0]",
2568,engager,1.1,0.7,"[1, 1, 0, 2, 1, 0, 2, 1, 2, 1]",
2569,engagers,1.0,0.7746,"[1, 1, 1, 0, 2, 1, 0, 2, 2, 0]",
2570,engages,1.0,0.7746,"[1, 1, 0, 2, 1, 0, 1, 2, 2, 0]",
2571,engaging,1.4,0.4899,"[2, 2, 1, 1, 2, 1, 1, 1, 1, 2]",
2572,engagingly,1.5,0.67082,"[1, 2, 3, 1, 1, 1, 1, 1, 2, 2]",
2573,engrossed,0.6,1.49666,"[0, 2, 0, 2, -2, 2, 3, -1, 0, 0]",
2574,enjoy,2.2,0.6,"[3, 2, 2, 2, 3, 2, 2, 3, 2, 1]",
2575,enjoyable,1.9,0.53852,"[3, 2, 2, 1, 2, 1, 2, 2, 2, 2]",
2576,enjoyableness,1.9,1.13578,"[2, 2, 2, 2, 1, 3, 3, 3, -1, 2]",
2577,enjoyably,1.8,0.4,"[2, 2, 2, 1, 2, 1, 2, 2, 2, 2]",
2578,enjoyed,2.3,0.64031,"[2, 2, 1, 3, 3, 3, 2, 2, 2, 3]",
2579,enjoyer,2.2,0.6,"[2, 2, 1, 3, 3, 2, 2, 2, 2, 3]",
2580,enjoyers,2.2,0.74833,"[2, 4, 2, 2, 2, 2, 2, 3, 2, 1]",
2581,enjoying,2.4,0.66332,"[2, 2, 2, 3, 3, 3, 1, 3, 2, 3]",
2582,enjoyment,2.6,0.4899,"[2, 3, 2, 3, 2, 3, 2, 3, 3, 3]",
2583,enjoyments,2.0,0.7746,"[3, 1, 1, 3, 2, 1, 2, 2, 2, 3]",
2584,enjoys,2.3,0.45826,"[2, 3, 2, 2, 2, 3, 2, 3, 2, 2]",
2585,enlighten,2.3,1.1,"[2, 2, 1, 3, 2, 1, 1, 4, 3, 4]",
2586,enlightened,2.2,0.87178,"[4, 2, 3, 1, 2, 2, 1, 3, 2, 2]",
2587,enlightening,2.3,0.64031,"[3, 2, 2, 2, 2, 2, 2, 4, 2, 2]",
2588,enlightens,1.7,1.00499,"[2, 1, 1, 1, 1, 2, 4, 1, 3, 1]",
2589,ennui,-1.2,0.6,"[-1, -1, -1, -2, -1, -1, -2, -1, 0, -2]",
2590,enrage,-2.6,0.91652,"[-3, -3, -3, -4, -1, -1, -3, -2, -3, -3]",
2591,enraged,-1.7,1.79165,"[-3, -3, -3, -3, 2, -1, -3, -1, 1, -3]",
2592,enrages,-1.8,1.6,"[-3, -3, -3, -3, 1, -1, -3, -1, 1, -3]",
2593,enraging,-2.8,0.74833,"[-4, -2, -3, -2, -2, -3, -3, -2, -4, -3]",
2594,enrapture,3.0,0.63246,"[2, 4, 3, 3, 4, 3, 3, 2, 3, 3]",
2595,enslave,-3.1,0.9434,"[-3, -4, -2, -4, -4, -2, -4, -2, -4, -2]",
2596,enslaved,-1.7,2.41039,"[3, -3, -3, -3, -4, -4, -4, 1, -1, 1]",
2597,enslaves,-1.6,2.15407,"[2, -2, -3, -2, -4, -4, -4, 1, -1, 1]",
2598,ensure,1.6,0.91652,"[2, 1, 3, 1, 1, 2, 3, 2, 0, 1]",
2599,ensuring,1.1,0.9434,"[0, 1, 3, 1, 1, 2, 1, 0, 2, 0]",
2600,enterprising,2.3,0.78102,"[3, 2, 1, 3, 3, 2, 1, 2, 3, 3]",
2601,entertain,1.3,0.64031,"[1, 2, 1, 1, 2, 1, 2, 0, 1, 2]",
2602,entertained,1.7,0.64031,"[1, 2, 2, 1, 2, 1, 1, 3, 2, 2]",
